cik,companyName,stockSymbol
0000073309,Nucor Corp,nue
0000870753,Numerex Corp /PA/,nmrx
0001091596,"Nuo Therapeutics, Inc.",nuot
0001618732,"Nutanix, Inc.",ntnx
0001119643,Nutra Pharma Corp,nphc
0001725964,Nutrien Ltd.,ntr
0001142596,Nuvasive Inc,nuva
0001648893,Nuvectra Corp,nvtr
4919,Nuvoton Technology Corporation (新唐科技),
0000724910,Nve Corp /New/,nvec
0001045810,Nvidia Corp,nvda
0000906163,Nvr Inc,nvr
0001333170,"NxStage Medical, Inc.",nxtm
0000898173,O Reilly Automotive Inc,orly
0001427570,OBALON THERAPEUTICS INC,obln
0001578932,OCI Partners LP,ocip
0001355128,OCZ TECHNOLOGY GROUP INC,ocztq
0001137048,ODYSSEY RE HOLDINGS CORP,orh
0000012978,OFFICEMAX INC,omx
0001045150,"OFFICIAL PAYMENTS HOLDINGS, INC.",opay
0000074145,OKLAHOMA GAS & ELECTRIC CO,ogeem
0000885568,OLD DOMINION ELECTRIC COOPERATIVE,odec_priv
0000926326,"OMNICELL, Inc",omcl
0001129928,ONCOLYTICS BIOTECH INC,oncy
0000888953,ONLINE RESOURCES CORP,orcc
0001012140,ONYX PHARMACEUTICALS INC,onxx
0001327688,OOMA INC,ooma
0001125914,OPENTABLE INC,open
0001108924,OPNET TECHNOLOGIES INC,
0001142576,OPTIMER PHARMACEUTICALS INC,optr
0001038143,ORANGE,oran
0000866121,"ORBITAL ATK, INC.",oa
0000896842,ORCHARD SUPPLY HARDWARE STORES CORP,oshwq
0001107216,ORCHID CELLMARK INC,
0001425450,ORTHOPEDIATRICS CORP,kids
0000760326,OUTDOOR CHANNEL HOLDINGS INC,outd
0000941604,OUTERWALL INC,outr
0001101020,OVERHILL FARMS INC,ofi
0000889930,OVERLAND STORAGE INC,ovrl
0000812233,OWENS-ILLINOIS GROUP INC,oi_priv1
0001486159,Oasis Petroleum Inc.,oas
0001375247,"Obagi Medical Products, Inc.",ompi
0001140098,"Ocata Therapeutics, Inc.",ocat
0000797468,Occidental Petroleum Corp /DE/,oxy
0000073756,Oceaneering International Inc,oii
0001403256,Och-Ziff Capital Management Group LLC,ozm
0001110647,"Oclaro, Inc.",oclr
0001367083,"Oculus Innovative Sciences, Inc.",ocls
0000873860,Ocwen Financial Corp,ocn
0001292026,Odimo INC,odmo
0000800240,Office Depot Inc,odp
0001021635,Oge Energy Corp.,oge
0001121484,"Oil States International, Inc",ois
0001660134,"Okta, Inc.",okta
0000878927,Old Dominion Freight Line Inc/VA,odfl
0000707179,Old National Bancorp /IN/,onb
cr208244,Old National Bank,
0000074260,Old Republic International Corp,ori
0000074303,Olin Corp,oln
0001639300,"Ollie's Bargain Outlet Holdings, Inc.",olli
0000820600,"Omagine, Inc.",omag
0001317945,"Omega Flex, Inc.",oflx
0001053650,Omega Protein Corp,ome
0001285819,Omeros Corp,omer
0001470795,"OmniAmerican Bancorp, Inc.",oabc
0000353230,Omnicare Inc,ocr
0000029989,Omnicom Group Inc.,omc
0001034592,Omnicomm Systems Inc,omcm
0001404804,Omnitek Engineering Corp,omtk
0001106851,Omnivision Technologies Inc,ovti
0001090061,Omnova Solutions Inc,omn
0000890564,On Assignment Inc,asgn
0001420811,"On Deck Capital, Inc.",ondk
0001302573,OncoMed Pharmaceuticals Inc,omed
0001130598,"Onconova Therapeutics, Inc.",ontx
0001039684,Oneok Inc /New/,oke
0001100917,Onvia Inc,onvi
0001002638,Open Text Corp,otex
0000944809,"Opko Health, Inc.",opk
0001022225,Oplink Communications Inc,oplk
0001000230,Optical Cable Corp,occ
0001448431,OptimizeRx Corp,oprx
0001303433,Optionable Inc,opbl
0001341439,Oracle Corp,orcl
0001116463,Orasure Technologies Inc,osur
0001621430,Orbis Corp,
0000820736,Orbital Sciences Corp /DE/,orb
0001324189,Orchids Paper Products CO /DE,tis
0001382911,"Orexigen Therapeutics, Inc.",orex
0001354030,Organic Sales & Marketing Inc,ogsm
0001516912,"Origin Bancorp, Inc.",obnk
0001409375,"Orion Energy Systems, Inc.",oesx
0001609804,Orion Engineered Carbons S.A.,oec
0001296445,"Ormat Technologies, Inc.",ora
0001436164,"Oryon Technologies, Inc.",oryn
0000775158,Oshkosh Corp,osk
0001039065,Osi Systems Inc,osis
0001360886,"Osiris Therapeutics, Inc.",osir
0001288359,Otelco Inc.,otel
0001466593,Otter Tail Corp,ottr
0001130713,"Overstock.Com, Inc",ostk
0001636651,Ovid Therapeutics Inc.,ovid
0000075252,Owens & Minor Inc/VA/,omi
0000812074,Owens Illinois Inc /DE/,oi
0000075288,Oxford Industries Inc,oxm
0000908259,Oxigene Inc,oxgn
0001039889,P F CHANGS CHINA BISTRO INC,pfcb
0000075340,P&F Industries Inc,pfin
0000027803,P&H Mining Equipment Inc.,
0000731288,PACCAR FINANCIAL CORP,pcar_priv1
0001091735,PACER INTERNATIONAL INC,pacr
0001299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",pacb
0001000278,PACIFICHEALTH LABORATORIES INC,phli
0001089976,PACTIV CORP,ptv
0000881695,PALOMAR MEDICAL TECHNOLOGIES INC,pmti
0000063271,PANASONIC Corp,
0000878088,"PAR PHARMACEUTICAL COMPANIES, INC.",prx
0000708821,PAR TECHNOLOGY CORP,par
0001594590,PARAGON OFFSHORE PLC,pgn
0000802356,PARLUX FRAGRANCES INC,
0000275880,PARSONS CORP,psn
0001400431,PATHEON INC,pti
0000937941,"PCM, INC.",pcmi
0000938323,PEARSON PLC,pso
0000897893,PEERLESS SYSTEMS CORP,prlsu
0001546066,PEMBINA PIPELINE CORP,pba
0001235662,PENINSULA GAMING CORP.,
0001123541,PENSON WORLDWIDE INC,pnsnq
0000729156,PEOPLES EDUCATIONAL HOLDINGS,pedh
0001135971,PEPCO HOLDINGS INC,pom
0000880177,PEREGRINE SEMICONDUCTOR CORP,psmi
0001003950,PERFORMANCE TECHNOLOGIES INC \DE\,ptix
0000900349,"PERRY ELLIS INTERNATIONAL, INC",pery
0001042821,PERVASIVE SOFTWARE INC,pvsw
0001119639,PETROBRAS - PETROLEO BRASILEIRO SA,pbr
0001059324,PETROHAWK ENERGY CORP,
0001004980,PG&E Corp,pcg
0000081157,PGI INC,pgai
0001429386,"PHASERX, INC.",pzrx
0000704172,PHI GROUP INC,phil
0001069899,PHIBRO ANIMAL HEALTH CORP,pahc
0001269871,"PHYSICIANS FORMULA HOLDINGS, INC.",face
0000320575,PIONEER ENERGY SERVICES CORP,pes
0000822083,PLAINSCAPITAL CORP,
0000713676,"PNC FINANCIAL SERVICES GROUP, INC.",pnc
0001341843,"POLYMEDIX, INC",pymxq
0000755806,"PONIARD PHARMACEUTICALS, INC.",pard
0001041379,"POPEYES LOUISIANA KITCHEN, INC.",plki
0000889132,POSCO,pkx
0000855931,POTASH CORP OF SASKATCHEWAN INC,pot
0001505892,"POW! ENTERTAINMENT, INC.",pown
0001137091,"POWER SOLUTIONS INTERNATIONAL, INC.",psix
0001023362,POWERWAVE TECHNOLOGIES INC,pwavq
0001185348,PRA GROUP INC,praa
0001013605,PRECISION DRILLING Corp,pds
0000846876,PRESSTEK INC /DE/,prst
0001113668,PRINCETON REVIEW INC,revuq
0001165231,"PROCERA NETWORKS, INC.",pkt
0001392972,"PROS Holdings, Inc.",pro
0000310826,PROTECTIVE LIFE INSURANCE CO,
0001445283,"PROTEOSTASIS THERAPEUTICS, INC.",pti
0000920527,PSS WORLD MEDICAL INC,pssi
0000829608,PSYCHIATRIC SOLUTIONS INC,psys
0000857005,PTC INC.,ptc
81018,PUBLIC SERVICE CO OF COLORADO,
0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,peg
0000081061,PUBLIX SUPER MARKETS INC,push
0001415306,"PURESPECTRUM, INC.",psru
0000078239,PVH CORP. /DE/,pvh
0000075362,Paccar Inc,pcar
0001084717,Pacific Continental Corp,pcbk
0001028918,Pacific Premier Bancorp Inc,ppbi
0000874841,Pacific Sunwear Of California Inc,psun
0001396814,"Pacira Pharmaceuticals, Inc.",pcrx
0000075677,Packaging Corp Of America,pkg
0001102112,Pacwest Bancorp,pacw
0001069530,Pain Therapeutics Inc,ptie
0000075829,Pall Corp,pll
0001327567,Palo Alto Networks Inc,panw
0001230276,"Pandora Media, Inc.",p
0000915862,Pantry Inc,ptry
0000901491,Papa Johns International Inc,pzza
0001605607,"Paramount Group, Inc.",pgre
0001178711,"Paratek Pharmaceuticals, Inc.",prtk
0000799729,Parexel International Corp,prxl
0000050471,Park City Group Inc,pcyg
0000076267,Park Electrochemical Corp,pke
0001617406,Park Hotels & Resorts Inc.,pk
0000805676,Park National Corp /OH/,prk
0000076334,Parker Hannifin Corp,ph
0000914139,Parkervision Inc,prkr
0001677761,"Parkway, Inc.",pky
0001340554,Party City Holdings Inc.,prty_priv1
0001324503,Patni Computer Systems LTD,
0001098146,Patriot National Bancorp Inc,pnbk
0001619917,"Patriot National, Inc.",pn
0001561660,Pattern Energy Group Inc.,pegi
0000891024,"Patterson Companies, Inc.",pdco
0000723531,Paychex Inc,payx
0001591698,Paylocity Holding Corp,pcty
0001050377,Pc Connection Inc,pccc
0001122020,Pcs Edventures Com Inc,pcsv
0001120914,Pdf Solutions Inc,pdfs
0000882104,"Pdl Biopharma, Inc.",pdli
0001013857,Pegasystems Inc,pega
0000739608,Penford Corp,penx
0000921738,Penn National Gaming Inc,penn
0000077281,Pennsylvania Real Estate Investment Trust,pei
0001019849,"Penske Automotive Group, Inc.",pag
0001321732,Penumbra Inc,pen
cr613307,"People's United Bank, N.A.",
0001378946,"People's United Financial, Inc.",pbct
0000318300,Peoples Bancorp Inc,pebo
0000077449,Pep Boys Manny Moe & Jack,pby
0000077476,Pepsico Inc,pep
0000887226,Perceptron Inc/MI,prcp
0000704562,Peregrine Pharmaceuticals Inc,pphm
0001085869,Perficient Inc,prft
0001618673,Performance Food Group Co,pfgc
0001550695,Performant Financial Corp,pfmt
0000880460,"Perfumania Holdings, Inc.",perf
0001338940,Perion Network Ltd.,peri
0000031791,Perkinelmer Inc,pki
0000891532,Perma Fix Environmental Services Inc,pesi
0001024126,"Pernix Therapeutics Holdings, Inc.",ptx
0000320174,Perseon Corp,prsn
0001724670,Perspecta Inc.,prsp
0001040130,Petmed Express Inc,pets
0000863157,Petsmart Inc,petm
0000078003,Pfizer Inc,pfe
0001388195,PharMerica CORP,pmc
0000949699,Pharmacyclics Inc,pcyc
0001326190,"Pharmathene, Inc",pip
0001050180,Phase Forward Inc,
0000077776,Phh Corp,phh
0000350403,Phi Inc,phii
0000711665,Photomedex Inc,phmd
0000810136,Photronics Inc,plab
0000078460,Piedmont Natural Gas Co Inc,pny
0000278130,Pier 1 Imports Inc/DE,pir
0000802481,Pilgrims Pride Corp,ppc
0000356213,Pinnacle Entertainment Inc.,pnk
0001564822,Pinnacle Foods Inc.,pf
1716338,Pintec Technology Holdings Ltd,PT
0001506293,"Pinterest, Inc.",pins
0001216752,Pioneer Financial Services Inc,pfsi_priv
0001449792,"Pioneer Power Solutions, Inc.",ppsi
0000078814,Pitney Bowes Inc /DE/,pbi
0001522214,Pivotal Group Inc.,
0001574135,"Pivotal Software, Inc.",pvtl
0001040161,"Pixelworks, Inc",pxlw
0001070423,Plains All American Pipeline Lp,paa
0000722392,Planar Systems Inc,plnr
0001362925,Planet Payment Inc,plpm
0001458704,Plantation Corp.,
0000914025,Plantronics Inc /CA/,plt
0001410132,"Platinum Studios, Inc.",pdos
0000785786,Plexus Corp,plxs
0001093691,Plug Power Inc,plug
0000849213,Plum Creek Timber Co Inc,pcl
0001725579,"Pluralsight, Inc.",ps
0001351573,Pocket Shot Co,pckk
0001514183,"Point Capital, Inc.",ptci
0001398797,Point.360,ptsx
0000931015,Polaris Industries Inc/MN,pii
0001010552,Polycom Inc,plcm
0001122976,Polyone Corp,pol
0000763901,Popular Inc,bpop
0000844985,Positron Corp,posc
0001480529,"Post Foods, LLC",
0000903127,Post Properties Inc,pps
0001338749,Potlatch Corp,pch
0000833640,Power Integrations Inc,powi
0001059790,Pozen Inc /Nc,pozn
0000079879,Ppg Industries Inc,ppg
0000079958,Precision Castparts Corp,pcp
0000080035,Preformed Line Products Co,plpc
0001502777,"Premier Brands, Inc.",
0001577916,"Premier, Inc.",pinc
0000880804,"Premiere Global Services, Inc.",pgi
0001631825,"Presidio, Inc.",psdo
0001041803,Pricesmart Inc,psmt
0001475922,"Primerica, Inc.",pri
0001365101,Primo Water Corp,prmw
0001126328,Principal Financial Group Inc,pfg
0000889936,"Privatebancorp, Inc",pvtb
0001290149,ProNAi Therapeutics Inc,dnai
0000868278,"ProPhase Labs, Inc.",prph
0001326048,"ProValue, LLC",
0001127703,Proassurance Corp,pra
0000080424,Procter & Gamble Co,pg
0001546296,"Professional Diversity Network, Inc.",ipdn
0000835887,Progenics Pharmaceuticals Inc,pgnx
0000876167,Progress Software Corp /MA,prgs
0000080661,Progressive Corp/OH/,pgr
0001045609,"Prologis, Inc.",pld
0001212458,Proofpoint Inc,pfpt
0001335103,"Protea Biosciences Group, Inc.",prgb
0000355429,Protective Life Corp,pl
0001443669,Proto Labs Inc,prlb
0001220754,Providence Service Corp,prsc
0001635840,"Provident Bancorp, Inc.",pvbc
0000866368,Ps Business Parks Inc/CA,psb
0001362180,Psm Holdings Inc,psmh
0001070081,"Ptc Therapeutics, Inc.",ptct
0001393311,Public Storage,psa
0001574235,"Pulmatrix, Inc.",rtgn
0001420569,Pulse Beverage Corp,plsb
0001625101,"Pulse Biosciences, Inc.",plse
0000096763,Pulse Electronics Corp,puls
0001521013,"Pulse Network, Inc.",tpni
0001006028,"Pure Bioscience, Inc.",pure
0001474432,"Pure Storage, Inc.",pstg
0001575858,PureBase Corp,pubc
0001289505,"QC Holdings, Inc.",qcco
0001576044,"QEP Midstream Partners, LP",qepm
0001691430,QUANTA INC,
0001088033,QUEST SOFTWARE INC,qsft
0000891288,QUESTCOR PHARMACEUTICALS INC,qcor
0001088206,QUICK-MED TECHNOLOGIES INC,qmdt
0001254699,QVC INC,qvcn
0001037949,QWEST COMMUNICATIONS INTERNATIONAL INC,q
0001036188,Qad Inc,qada
0001108827,"Qep Resources, Inc.",qep
0000918386,Qlogic Corp,qlgc
0000827809,Qlt Inc/Bc,qlti
0001481792,"Quad/Graphics, Inc.",quad
0000081362,Quaker Chemical Corp,kwr
0000804328,Qualcomm Inc/DE,qcom
0000922863,Quality Distribution Inc,qlty
0000708818,"Quality Systems, Inc",qsii
0000758938,Qualstar Corp,qbak
0001107843,"Qualys, Inc.",qlys
0001423221,Quanex Building Products CORP,nx
0001050915,Quanta Services Inc,pwr
0000820608,Quantrx Biomedical Corp,qtxb
0000709283,Quantum Corp /DE/,qtm
0001022079,Quest Diagnostics Inc,dgx
0000882508,Quicklogic Corporation,quik
0000353569,Quidel Corp /DE/,qdel
0000805305,Quiksilver Inc,zqk
0001117297,"Quinstreet, Inc",qnst
0001478242,Quintiles Transnational Holdings Inc.,q
0000892482,Qumu Corp,qumu
0001115128,Quotient Technology Inc.,coup
0001472595,R1 RCM INC.,ah
0000845818,RADIANT SYSTEMS INC,
0001114999,RADVIEW SOFTWARE LTD,rdvwf
0001522538,"RAINBOW INTERNATIONAL, CORP.",rnbi
0001094007,RAINMAKER SYSTEMS INC,vctl
0001029506,RALCORP HOLDINGS INC /MO,
0000849502,RAMTRON INTERNATIONAL CORP,rmtr
0000935419,"RCI HOSPITALITY HOLDINGS, INC.",rick
0001071236,RED RIVER BANCSHARES INC,rrbi
0001065023,REDDY ICE CORP,
0001140215,"REED'S, INC.",reed
0001553643,"RELMADA THERAPEUTICS, INC.",rlmdd
0001046859,"REMY INTERNATIONAL, INC.",remy
0001030484,RENAISSANCE LEARNING INC,
0000868725,"RENTECH, INC.",rtk
0001084817,RESPONSYS INC,mktg
0001222840,"RETAIL PROPERTIES OF AMERICA, INC.",rpai
0001687221,"REV Group, Inc.",revg
0000890547,REVLON CONSUMER PRODUCTS CORP,rev_priv1
0000922204,RF MONOLITHICS INC /DE/,rfmi
0001111247,RIGHTNOW TECHNOLOGIES INC,rnow
0000863064,RIO TINTO PLC,rtppf
0001460702,RITTER PHARMACEUTICALS INC,rttr
0001512074,RMG Networks Holding Corp,rmgn
0000084290,"ROBBINS & MYERS, INC.",rbn
0000868368,ROCHESTER MEDICAL CORPORATION,rocm
0000776008,"ROCK CREEK PHARMACEUTICALS, INC.",rcpi
0001041024,"ROCKWELL MEDICAL, INC.",rmti
0001261302,ROCKWOOD SPECIALTIES GROUP INC,
0000733099,ROGERS COMMUNICATIONS INC,rci
0001428439,"ROKU, INC",roku
0001175108,ROTECH HEALTHCARE INC,rohiq
0001000275,ROYAL BANK OF CANADA,ry
0000844150,ROYAL BANK OF SCOTLAND GROUP PLC,rbs
0001509432,RPX Corp,rpxc
0000029669,RR Donnelley & Sons Co,rrd
0001100441,"RTI SURGICAL, INC.",rtix
0001595974,"RUBICON PROJECT, INC.",rubi
0001533040,RXi Pharmaceuticals Corp,rxii
0001476638,"Rackwise, Inc.",rack
0000790526,"RadNet, Inc.",rdnt
0000890926,Radian Group Inc,rdn
0001171155,"Radiant Logistics, Inc",rlgt
0001041657,"Radio One, Inc.",roiak
0000873044,Radisys Corp,rsys
0001428522,"Radius Health, Inc.",rdus
0001094366,Radware Ltd,rdwr
0001313911,Rally Software Development Corp,raly
0000917273,Rambus Inc,rmbs
0000315852,Range Resources Corp,rrc
0000082166,Raven Industries Inc,ravn
0000720005,Raymond James Financial Inc,rjf
0000052827,Rayonier Inc,ryn
0001047122,Raytheon Co/,rtn
0000830052,"Rbc Life Sciences, Inc.",rbcl
0000700841,Rcm Technologies Inc,rcmt
0001297336,ReachLocal Inc,rloc
0000038984,"Real Industry, Inc.",rely
0001289480,"Real Mex Restaurants, Inc.",
0001327471,RealD Inc.,rld
0001718903,Realm Therapeutics plc,
0001046327,Realnetworks Inc,rnwk
0001286225,Realpage Inc,rp
2379,Realtek Semiconductor Corp (瑞昱半導體),rt
0000726728,Realty Income Corp,o
0001588972,"Recro Pharma, Inc.",reph
0001087423,Red Hat Inc,rht
0001052595,Red Lion Hotels CORP,rlh
0001720116,"Red Violet, Inc.",
0001382821,Redfin Corp,rdfn
0001328003,Redpoint Bio CORP,rpbc
0000082811,Regal Beloit Corp,rbc
0001168696,Regal Entertainment Group,rgc
0000910606,Regency Centers Corp,reg
0000872589,Regeneron Pharmaceuticals Inc,regn
0001519401,Regional Management Corp.,rm
cr233031,Regions Bank,
0001281761,Regions Financial Corp,rf
0000716643,Regis Corp,rgs
0001505512,Regulus Therapeutics Inc.,rgls
0001642159,Reign Sapphire Corp,rgnp
0000898174,Reinsurance Group Of America Inc,rga
0000034285,Reliability Inc,real
0001406243,Reliabrand Inc.,rlia
0000768710,Reliv International Inc,relv
0001417892,ReneSola Ltd,sol
0001463258,"Renewable Energy Group, Inc.",regi
0000800458,Rentrak Corp,rent
0000730272,Repligen Corp,rgen
0000704440,Repro Med Systems Inc,repr
0000897075,Repros Therapeutics Inc.,rprx
0001159154,Republic Airways Holdings Inc,rjet
0001060391,"Republic Services, Inc.",rsg
0000943819,Resmed Inc,rmd
0001469510,Resolute Energy Corp,ren
0001579910,Resonant Inc,resn
1414964,"Resource America, Inc.",rexi
1559484,"Resource America, Inc.",rexi
0000083402,"Resource America, Inc.",rexi
0001084765,Resources Connection Inc,recn
0000806888,Response Biomedical Corp,rpbif
0001124608,Response Genetics Inc,rgdx
0001528849,Restoration Hardware Holdings Inc,rh
0001409269,"Restoration Robotics, Inc.",hair
0001475274,"RetailMeNot, Inc.",sale
0000946563,Retractable Technologies Inc,rvp
0001479290,"Revance Therapeutics, Inc.",rvnc
0001718500,Reviv3 Procare Co,
0000887921,Revlon Inc /DE/,rev
0001571283,"Rexford Industrial Realty, Inc.",rexr
0001439288,Rexnord Corp,rxn
0000911160,Rf Micro Devices Inc,rfmd
0000355948,Richardson Electronics Ltd/DE,rell
0001162112,"RigNet, Inc.",rnet
0001034842,Rigel Pharmaceuticals Inc,rigl
0001384905,RingCentral Inc,rng
0000084129,Rite Aid Corp,rad
0001357326,"Riverbed Technology, Inc.",rvbd
0001440024,"Roadrunner Transportation Systems, Inc.",rrts
0000230498,Rock-Tenn CO,rkt
0001477200,Rocket Fuel Inc.,fuel
0001024478,Rockwell Automation Inc,rok
0001137411,Rockwell Collins Inc,col
0000895456,"Rocky Brands, Inc.",rcky
0001616262,"Rocky Mountain Chocolate Factory, Inc.",rmcf
0000084748,Rogers Corp,rog
0000084839,Rollins Inc,rol
0001448064,"RoomStore, Inc.",roomq
0001362959,Rosetta Genomics Ltd.,rosg
0001351285,Rosetta Stone Inc,rst
0000745732,Ross Stores Inc,rost
0001536035,"Roundy's, Inc.",rndy
0001424454,Rovi Corp,rovi
0001500904,"Rowl, Inc.",over
0000922487,Royal Bancshares Of Pennsylvania Inc,rbpaa
0000884887,Royal Caribbean Cruises Ltd,rcl
0000742278,Rpc Inc,res
0001068717,Rti International Metals Inc,rti
0000068270,Ruby Tuesday Inc,rt
0001294016,Ruckus Wireless Inc,rkus
0001094392,Rudolph Technologies Inc,rtec
1753268,Ruhnn Holding Ltd,RUHN
0001012019,Rush Enterprises Inc \Tx\,rushb
0001324272,"Ruths Hospitality Group, Inc.",ruth
0000085961,Ryder System Inc,r
0000085974,Ryland Group Inc,ryl
0001040829,"Ryman Hospitality Properties, Inc.",rhp
0000064040,S&P Global Inc.,spgi
0000719220,S&T Bancorp Inc,stba
0001070380,SABA SOFTWARE INC,saba
0000313151,SADDLEBROOK RESORTS INC,saddp
0001514732,"SAExploration Holdings, Inc.",saex
0000812900,SAKS INC,sks
0001608104,SAND INTERNATIONAL INC,sand_priv
0000897723,SANMINA CORP,sanm
0001172480,SANTARUS INC,snts
0001000184,SAP SE,sap
0000885740,SAPIENS INTERNATIONAL CORP N V,spns
0001008817,SAPIENT CORP,sape
0000889423,SATCON TECHNOLOGY CORP,satcq
0001063131,SATELITES MEXICANOS SA DE CV,
0000722104,SAVIENT PHARMACEUTICALS INC,svntq
0000087047,SB PARTNERS,sbp_priv
0000719164,SCHAWK INC,sgk
0001022368,"SCHIFF NUTRITION INTERNATIONAL, INC.",shf
0001042173,SCIENTIFIC LEARNING CORP,scil
0000934936,"SCOLR Pharma, Inc.",
2351,SDI CORPORATION (順德工業),sdi
0000748015,SEALY CORP,zz
0001132887,SEAWRIGHT HOLDINGS INC,swri
0001266806,SECOND SIGHT MEDICAL PRODUCTS INC,eyes
0000725537,SECURITY CAPITAL CORP/MS,
0000750813,SEITEL INC,sela
0001383395,SEQUANS COMMUNICATIONS,sqns
0001156295,SERACARE LIFE SCIENCES INC,
0001073967,SERENA SOFTWARE INC,
0001056757,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,syev
0001553588,"SFX Entertainment, INC",sfxe
0001278308,SHANDA INTERACTIVE ENTERTAINMENT LTD,
0000718789,SHFL entertainment Inc.,shfl
0001263043,SHINHAN FINANCIAL GROUP CO LTD,shg
0001459839,"SI-BONE, Inc.",sibn
0000090144,SIERRA PACIFIC POWER CO,
0001015650,SK TELECOM CO LTD,skm
0000004127,"SKYWORKS SOLUTIONS, INC.",swks
0001366561,SMARTSHEET INC,smar
0000845982,SMITH & NEPHEW PLC,snn
0000721083,SMITH INTERNATIONAL INC,
0001370544,SMOKY MARKET FOODS INC,smky
0000094610,SMURFIT-STONE CONTAINER Corp,ssccq
0000091440,SNAP-ON Inc,sna
0001538217,"SOCIAL REALITY, Inc.",srax
0001171298,SOLTA MEDICAL INC,sltm
0001043382,SOLUTIA INC,soi
0000091741,SONESTA INTERNATIONAL HOTELS CORP,
0001055355,SONOSITE INC,
0001163698,SOUNDBITE COMMUNICATIONS INC,sdbt
0001168195,SOURCEFIRE INC,fire
0001163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,sdsp
0000764038,SOUTH STATE Corp,ssb
0001159427,SOUTHERN COMMUNITY FINANCIAL CORP,scmf
0000203248,SOUTHERN UNION CO,sug
0000813619,SOUTHWALL TECHNOLOGIES INC /DE/,
92521,SOUTHWESTERN PUBLIC SERVICE CO,
0001059262,SP Plus Corp,sp
0001103577,"SPARE BACKUP, INC.",spbu
0000077597,SPARTECH CORP,seh
0001062273,"SPENDSMART NETWORKS, INC.",sspc
0001367722,SPICY PICKLE FRANCHISING INC,hlix
0001126956,SPIRE INC,sr
0000892907,SPORT CHALET INC,spcha
0001132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",spwh
0000025598,SPRINGLEAF FINANCE CORP,leaf
0000101830,SPRINT Corp,s
0000088205,SPX CORP,spw
0001641991,"SPX FLOW, Inc.",flow
0001329799,SQUARE 1 FINANCIAL INC,sqbk
0000906192,"SRA INTERNATIONAL, INC.",srx
0001016470,SRS LABS INC,srsl
0001011661,SS&C TECHNOLOGIES INC,
0001479094,"STAG Industrial, Inc.",stag
0001053439,STANADYNE CORP,
0001079577,STANCORP FINANCIAL GROUP INC,sfg
0000093384,STANDARD MICROSYSTEMS CORP,smsc
0000093456,STANDARD REGISTER CO,srctq
0001043156,STAR BUFFET INC,strz
0000316206,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",hot
0000093751,STATE STREET Corp,stt
0001140625,STATOIL ASA,sto
0001102741,"STEC, INC.",stec
0000878522,STEWART ENTERPRISES INC,stei
0000720672,STIFEL FINANCIAL CORP,sf
0001051514,"STRATA Skin Sciences, Inc.",mela
0000311337,SUNCOR ENERGY INC,su
0000945436,"SUNEDISON, INC.",sune
0000095304,SUNOCO INC,sun
0000867773,SUNPOWER CORP,spwr
0001011064,SUNRISE SENIOR LIVING INC,srz
0000943117,SUREWEST COMMUNICATIONS,surw
0001393356,"SURFACE COATINGS, INC.",sctz
0001382101,"SUTRO BIOPHARMA, INC.",stro
0001492691,SWIFT TRANSPORTATION Co,swft
0001091312,SYMBION INC/TN,smbi
0000082628,SYMMETRICOM INC,symm
780127,SYNOVIS LIFE TECHNOLOGIES  INC,
0001029023,SYNTROLEUM CORP,synm
0001597033,Sabre Corp,sabr
0000086115,Safeguard Scientifics Inc,sfe
0000086144,Safeway Inc,swy
0001597553,"Sage Therapeutics, Inc.",sage
0001369786,"Sagent Pharmaceuticals, Inc.",sgnt
0001177702,Saia Inc,saia
0001627857,"Sailpoint Technologies Holdings, Inc.",SAIL
0001418372,"Salamander Innisbrook, LLC",sala_priv
0001009356,Salix Pharmaceuticals Ltd,slxp
cr3394278,Sallie Mae Bank,
0001368458,"Sally Beauty Holdings, Inc.",sbh
0001084332,Salon Media Group Inc,slnm
0000812128,Sanderson Farms Inc,safm
0001000180,Sandisk Corp,sndk
0001349436,Sandridge Energy Inc,sd
0000824410,Sandy Spring Bancorp Inc,sasr
0001121404,Sanofi,sny
cr722777,"Santander Bank, N.A.",
0001580608,Santander Consumer USA Holdings Inc.,sc
0000873303,"Sarepta Therapeutics, Inc.",srpt
0001096637,SaviCorp,svmi
0000754737,Scana Corp,scg
0000918965,Scansource Inc,scsc
0001692063,"Schneider National, Inc.",sndr
0000912603,Schnitzer Steel Industries Inc,schn
0000866729,Scholastic Corp,schl
0001055454,School Specialty Inc,scoo
0000087565,Schulman A Inc,shlm
0001000623,Schweitzer Mauduit International Inc,swm
0001571123,Science Applications International Corp,saic
3583,Scientech Corporation (辛耘企業),
0000750004,Scientific Games Corp,sgms
0000087802,Scientific Industries Inc,scnd
0001082526,Sciquest Inc,sqi
0000088000,Scotts Liquid Gold Inc,slgd
0001267201,"SeaBright Holdings, Inc.",sbx
0000088121,Seaboard Corp /DE/,seb
0001019671,Seachange International Inc,seac
0000730708,Seacoast Banking Corp Of Florida,sbcf
0000859598,Seacor Holdings Inc /New/,ckh
0001137789,Seagate Technology plc,stx
